|dates|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|123.0|0|10.0|0|0.0|0
0|2020-05-15|123.0|0|11.0|0|0.0|0
0|2020-05-16|123.0|0|11.0|0|0.0|0
