|dates|Bergen_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Bergen_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Bergen_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Bergen_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Bergen_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Bergen_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17361.0|0|1455.0|0|0.0|0
0|2020-05-18|17459.0|0|1460.0|0|0.0|0
0|2020-05-19|17522.0|0|1474.0|0|0.0|0
0|2020-05-20|17518.0|0|1500.0|0|0.0|0
0|2020-05-21|17583.0|0|1508.0|0|0.0|0
0|2020-05-22|17653.0|0|1515.0|0|0.0|0
0|2020-05-23|17653.0|0|1515.0|0|0.0|0
