|dates|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|1.0|0|0.0|0
0|2020-05-25|17.0|0|1.0|0|0.0|0
0|2020-05-26|17.0|0|1.0|0|0.0|0
