|dates|PaloPinto_Texas_UnitedStates.JHU_ConfirmedCases.data|PaloPinto_Texas_UnitedStates.JHU_ConfirmedCases.missing|PaloPinto_Texas_UnitedStates.JHU_ConfirmedDeaths.data|PaloPinto_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|PaloPinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|PaloPinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|2.0|0|0.0|0
0|2020-05-25|10.0|0|2.0|0|0.0|0
0|2020-05-26|10.0|0|2.0|0|0.0|0
