|dates|Washington_NewYork_UnitedStates.JHU_ConfirmedCases.data|Washington_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Washington_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Washington_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|226.0|0|13.0|0|0.0|0
0|2020-05-25|228.0|0|13.0|0|0.0|0
0|2020-05-26|228.0|0|13.0|0|0.0|0
