|dates|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|445.0|0|24.0|0|0.0|0
0|2020-05-25|472.0|0|24.0|0|0.0|0
0|2020-05-26|472.0|0|24.0|0|0.0|0
