|dates|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|129.0|0|1.0|0|0.0|0
0|2020-05-18|131.0|0|1.0|0|0.0|0
0|2020-05-19|132.0|0|2.0|0|0.0|0
0|2020-05-20|135.0|0|2.0|0|0.0|0
0|2020-05-21|138.0|0|3.0|0|0.0|0
0|2020-05-22|146.0|0|3.0|0|0.0|0
0|2020-05-23|146.0|0|3.0|0|0.0|0
