|dates|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
