|dates|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|195.0|0|13.0|0|0.0|0
0|2020-05-18|200.0|0|13.0|0|0.0|0
0|2020-05-19|200.0|0|13.0|0|0.0|0
0|2020-05-20|200.0|0|13.0|0|0.0|0
0|2020-05-21|208.0|0|13.0|0|0.0|0
0|2020-05-22|219.0|0|13.0|0|0.0|0
0|2020-05-23|219.0|0|13.0|0|0.0|0
