|dates|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.data|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|183.0|0|1.0|0|0.0|0
0|2020-05-18|186.0|0|1.0|0|0.0|0
0|2020-05-19|192.0|0|2.0|0|0.0|0
0|2020-05-20|194.0|0|2.0|0|0.0|0
0|2020-05-21|195.0|0|2.0|0|0.0|0
0|2020-05-22|197.0|0|2.0|0|0.0|0
0|2020-05-23|197.0|0|2.0|0|0.0|0
