|dates|Jackson_Ohio_UnitedStates.JHU_ConfirmedCases.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
