|dates|Franklin_Illinois_UnitedStates.JHU_ConfirmedCases.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
