|dates|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|296.0|0|8.0|0|0.0|0
0|2020-05-15|300.0|0|8.0|0|0.0|0
0|2020-05-16|300.0|0|8.0|0|0.0|0
