|dates|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|153.0|0|2.0|0|0.0|0
0|2020-05-28|153.0|0|2.0|0|0.0|0
0|2020-05-29|153.0|0|2.0|0|0.0|0
0|2020-05-30|153.0|0|2.0|0|0.0|0
