|dates|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2019.0|0|163.0|0|0.0|0
0|2020-05-15|2091.0|0|167.0|0|0.0|0
0|2020-05-16|2091.0|0|167.0|0|0.0|0
