|dates|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Milwaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4387.0|0|242.0|0|0.0|0
0|2020-05-15|4535.0|0|249.0|0|0.0|0
0|2020-05-16|4535.0|0|249.0|0|0.0|0
