|dates|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|226.0|0|7.0|0|0.0|0
0|2020-05-25|227.0|0|7.0|0|0.0|0
0|2020-05-26|227.0|0|7.0|0|0.0|0
