|dates|Polk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Polk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Polk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|6.0|0|0.0|0|0.0|0
0|2020-05-19|7.0|0|0.0|0|0.0|0
0|2020-05-20|7.0|0|1.0|0|0.0|0
0|2020-05-21|9.0|0|1.0|0|0.0|0
0|2020-05-22|13.0|0|1.0|0|0.0|0
0|2020-05-23|13.0|0|1.0|0|0.0|0
