|dates|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|151.0|0|18.0|0|0.0|0
0|2020-05-15|151.0|0|18.0|0|0.0|0
0|2020-05-16|151.0|0|18.0|0|0.0|0
