|dates|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|3.0|0|0.0|0
0|2020-05-28|71.0|0|3.0|0|0.0|0
0|2020-05-29|71.0|0|3.0|0|0.0|0
0|2020-05-30|71.0|0|3.0|0|0.0|0
