|dates|Hamilton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2047.0|0|111.0|0|0.0|0
0|2020-05-18|2082.0|0|112.0|0|0.0|0
0|2020-05-19|2138.0|0|117.0|0|0.0|0
0|2020-05-20|2167.0|0|117.0|0|0.0|0
0|2020-05-21|2228.0|0|123.0|0|0.0|0
0|2020-05-22|2279.0|0|124.0|0|0.0|0
0|2020-05-23|2279.0|0|124.0|0|0.0|0
