|dates|Alpena_Michigan_UnitedStates.JHU_ConfirmedCases.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Alpena_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Alpena_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|91.0|0|9.0|0|0.0|0
0|2020-05-18|91.0|0|9.0|0|0.0|0
0|2020-05-19|91.0|0|9.0|0|0.0|0
0|2020-05-20|91.0|0|9.0|0|0.0|0
0|2020-05-21|92.0|0|9.0|0|0.0|0
0|2020-05-22|93.0|0|9.0|0|0.0|0
0|2020-05-23|93.0|0|9.0|0|0.0|0
