|dates|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|263.0|0|1.0|0|0.0|0
0|2020-05-28|263.0|0|1.0|0|0.0|0
0|2020-05-29|263.0|0|1.0|0|0.0|0
0|2020-05-30|263.0|0|1.0|0|0.0|0
