|dates|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
