|dates|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|86.0|0|1.0|0|0.0|0
0|2020-05-15|87.0|0|1.0|0|0.0|0
0|2020-05-16|87.0|0|1.0|0|0.0|0
