|dates|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.data|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|317.0|0|30.0|0|0.0|0
0|2020-05-15|326.0|0|30.0|0|0.0|0
0|2020-05-16|326.0|0|30.0|0|0.0|0
