|dates|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|134.0|0|7.0|0|0.0|0
0|2020-05-28|134.0|0|7.0|0|0.0|0
0|2020-05-29|134.0|0|7.0|0|0.0|0
0|2020-05-30|134.0|0|7.0|0|0.0|0
