|dates|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|0.0|0|0.0|0
0|2020-05-25|42.0|0|0.0|0|0.0|0
0|2020-05-26|42.0|0|0.0|0|0.0|0
