|dates|Winnebago_Illinois_UnitedStates.JHU_ConfirmedCases.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Winnebago_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Winnebago_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2001.0|0|52.0|0|0.0|0
0|2020-05-28|2001.0|0|52.0|0|0.0|0
0|2020-05-29|2001.0|0|52.0|0|0.0|0
0|2020-05-30|2001.0|0|52.0|0|0.0|0
