|dates|Spalding_Georgia_UnitedStates.JHU_ConfirmedCases.data|Spalding_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Spalding_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Spalding_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Spalding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Spalding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|253.0|0|14.0|0|0.0|0
0|2020-05-25|259.0|0|17.0|0|0.0|0
0|2020-05-26|259.0|0|17.0|0|0.0|0
