|dates|Windsor_Vermont_UnitedStates.JHU_ConfirmedCases.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Windsor_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Windsor_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|51.0|0|2.0|0|0.0|0
0|2020-05-28|51.0|0|2.0|0|0.0|0
0|2020-05-29|51.0|0|2.0|0|0.0|0
0|2020-05-30|51.0|0|2.0|0|0.0|0
