|dates|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|0.0|0|0.0|0
0|2020-05-18|36.0|0|0.0|0|0.0|0
0|2020-05-19|36.0|0|0.0|0|0.0|0
0|2020-05-20|39.0|0|0.0|0|0.0|0
0|2020-05-21|39.0|0|0.0|0|0.0|0
0|2020-05-22|42.0|0|0.0|0|0.0|0
0|2020-05-23|42.0|0|0.0|0|0.0|0
