|dates|Benton_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Benton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
