|dates|Chittenden_Vermont_UnitedStates.JHU_ConfirmedCases.data|Chittenden_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Chittenden_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Chittenden_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Chittenden_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Chittenden_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|439.0|0|38.0|0|0.0|0
0|2020-05-18|439.0|0|38.0|0|0.0|0
0|2020-05-19|439.0|0|38.0|0|0.0|0
0|2020-05-20|439.0|0|38.0|0|0.0|0
0|2020-05-21|440.0|0|38.0|0|0.0|0
0|2020-05-22|440.0|0|38.0|0|0.0|0
0|2020-05-23|440.0|0|38.0|0|0.0|0
