|dates|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|2.0|0|0.0|0
0|2020-05-25|30.0|0|2.0|0|0.0|0
0|2020-05-26|30.0|0|2.0|0|0.0|0
