|dates|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|47.0|0|3.0|0|0.0|0
0|2020-05-15|48.0|0|3.0|0|0.0|0
0|2020-05-16|48.0|0|3.0|0|0.0|0
