|dates|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|105.0|0|0.0|0|0.0|0
0|2020-05-18|111.0|0|0.0|0|0.0|0
0|2020-05-19|115.0|0|0.0|0|0.0|0
0|2020-05-20|116.0|0|0.0|0|0.0|0
0|2020-05-21|122.0|0|0.0|0|0.0|0
0|2020-05-22|134.0|0|0.0|0|0.0|0
0|2020-05-23|134.0|0|0.0|0|0.0|0
