|dates|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|388.0|0|11.0|0|0.0|0
0|2020-05-18|438.0|0|11.0|0|0.0|0
0|2020-05-19|438.0|0|11.0|0|0.0|0
0|2020-05-20|470.0|0|12.0|0|0.0|0
0|2020-05-21|470.0|0|12.0|0|0.0|0
0|2020-05-22|545.0|0|13.0|0|0.0|0
0|2020-05-23|545.0|0|13.0|0|0.0|0
