|dates|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|79.0|0|3.0|0|0.0|0
0|2020-05-18|79.0|0|3.0|0|0.0|0
0|2020-05-19|86.0|0|3.0|0|0.0|0
0|2020-05-20|86.0|0|3.0|0|0.0|0
0|2020-05-21|90.0|0|3.0|0|0.0|0
0|2020-05-22|95.0|0|3.0|0|0.0|0
0|2020-05-23|95.0|0|3.0|0|0.0|0
