|dates|Rawlins_Kansas_UnitedStates.JHU_ConfirmedCases.data|Rawlins_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Rawlins_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Rawlins_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Rawlins_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Rawlins_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5648.0|0|161.0|0|0.0|0
0|2020-05-15|5648.0|0|161.0|0|0.0|0
0|2020-05-16|5648.0|0|161.0|0|0.0|0
