|dates|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|81.0|0|2.0|0|0.0|0
0|2020-05-28|81.0|0|2.0|0|0.0|0
0|2020-05-29|81.0|0|2.0|0|0.0|0
0|2020-05-30|81.0|0|2.0|0|0.0|0
