|dates|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|453.0|0|6.0|0|0.0|0
0|2020-05-25|467.0|0|6.0|0|0.0|0
0|2020-05-26|467.0|0|6.0|0|0.0|0
