|dates|Kauai_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Kauai_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Kauai_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Kauai_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|0.0|0|0.0|0
0|2020-05-18|21.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|21.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|20.0|0|0.0|0|0.0|0
0|2020-05-23|20.0|0|0.0|0|0.0|0
