|dates|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|1.0|0|0.0|0
0|2020-05-18|39.0|0|1.0|0|0.0|0
0|2020-05-19|45.0|0|1.0|0|0.0|0
0|2020-05-20|50.0|0|0.0|0|0.0|0
0|2020-05-21|53.0|0|0.0|0|0.0|0
0|2020-05-22|52.0|0|0.0|0|0.0|0
0|2020-05-23|52.0|0|0.0|0|0.0|0
