|dates|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|OutofRI_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
