|dates|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
