|dates|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|287.0|0|20.0|0|0.0|0
0|2020-05-18|297.0|0|20.0|0|0.0|0
0|2020-05-19|298.0|0|20.0|0|0.0|0
0|2020-05-20|302.0|0|20.0|0|0.0|0
0|2020-05-21|303.0|0|20.0|0|0.0|0
0|2020-05-22|309.0|0|21.0|0|0.0|0
0|2020-05-23|309.0|0|21.0|0|0.0|0
