|dates|Butler_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Butler_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|226.0|0|6.0|0|0.0|0
0|2020-05-28|226.0|0|6.0|0|0.0|0
0|2020-05-29|226.0|0|6.0|0|0.0|0
0|2020-05-30|226.0|0|6.0|0|0.0|0
