|dates|Geneva_Alabama_UnitedStates.JHU_ConfirmedCases.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Geneva_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Geneva_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|40.0|0|0.0|0|0.0|0
0|2020-05-28|40.0|0|0.0|0|0.0|0
0|2020-05-29|40.0|0|0.0|0|0.0|0
0|2020-05-30|40.0|0|0.0|0|0.0|0
