|dates|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|1.0|0|0.0|0
0|2020-05-18|40.0|0|1.0|0|0.0|0
0|2020-05-19|52.0|0|1.0|0|0.0|0
0|2020-05-20|64.0|0|1.0|0|0.0|0
0|2020-05-21|65.0|0|1.0|0|0.0|0
0|2020-05-22|89.0|0|1.0|0|0.0|0
0|2020-05-23|89.0|0|1.0|0|0.0|0
