|dates|Newton_Texas_UnitedStates.JHU_ConfirmedCases.data|Newton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Newton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
