|dates|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1212.0|0|146.0|0|0.0|0
0|2020-05-18|1226.0|0|148.0|0|0.0|0
0|2020-05-19|1247.0|0|156.0|0|0.0|0
0|2020-05-20|1252.0|0|160.0|0|0.0|0
0|2020-05-21|1277.0|0|162.0|0|0.0|0
0|2020-05-22|1295.0|0|163.0|0|0.0|0
0|2020-05-23|1295.0|0|163.0|0|0.0|0
