|dates|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Litchfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1331.0|0|121.0|0|0.0|0
0|2020-05-25|1346.0|0|126.0|0|0.0|0
0|2020-05-26|1346.0|0|126.0|0|0.0|0
