|dates|Logan_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Logan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|1.0|0|0.0|0
0|2020-05-28|16.0|0|1.0|0|0.0|0
0|2020-05-29|16.0|0|1.0|0|0.0|0
0|2020-05-30|16.0|0|1.0|0|0.0|0
