|dates|Waseca_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Waseca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Waseca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Waseca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|0.0|0|0.0|0
0|2020-05-28|24.0|0|0.0|0|0.0|0
0|2020-05-29|24.0|0|0.0|0|0.0|0
0|2020-05-30|24.0|0|0.0|0|0.0|0
