|dates|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Navajo_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1273.0|0|48.0|0|0.0|0
0|2020-05-18|1285.0|0|48.0|0|0.0|0
0|2020-05-19|1320.0|0|48.0|0|0.0|0
0|2020-05-20|1361.0|0|52.0|0|0.0|0
0|2020-05-21|1421.0|0|52.0|0|0.0|0
0|2020-05-22|1470.0|0|53.0|0|0.0|0
0|2020-05-23|1470.0|0|53.0|0|0.0|0
