|dates|Clay_Florida_UnitedStates.JHU_ConfirmedCases.data|Clay_Florida_UnitedStates.JHU_ConfirmedCases.missing|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|317.0|0|25.0|0|0.0|0
0|2020-05-18|320.0|0|25.0|0|0.0|0
0|2020-05-19|321.0|0|25.0|0|0.0|0
0|2020-05-20|333.0|0|25.0|0|0.0|0
0|2020-05-21|351.0|0|25.0|0|0.0|0
0|2020-05-22|354.0|0|25.0|0|0.0|0
0|2020-05-23|354.0|0|25.0|0|0.0|0
