|dates|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|582.0|0|3.0|0|0.0|0
0|2020-05-28|582.0|0|3.0|0|0.0|0
0|2020-05-29|582.0|0|3.0|0|0.0|0
0|2020-05-30|582.0|0|3.0|0|0.0|0
