|dates|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|1.0|0|0.0|0
0|2020-05-18|85.0|0|1.0|0|0.0|0
0|2020-05-19|90.0|0|1.0|0|0.0|0
0|2020-05-20|96.0|0|1.0|0|0.0|0
0|2020-05-21|99.0|0|1.0|0|0.0|0
0|2020-05-22|104.0|0|1.0|0|0.0|0
0|2020-05-23|104.0|0|1.0|0|0.0|0
