|dates|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|317.0|0|3.0|0|0.0|0
0|2020-05-18|322.0|0|3.0|0|0.0|0
0|2020-05-19|322.0|0|3.0|0|0.0|0
0|2020-05-20|341.0|0|3.0|0|0.0|0
0|2020-05-21|343.0|0|3.0|0|0.0|0
0|2020-05-22|359.0|0|3.0|0|0.0|0
0|2020-05-23|359.0|0|3.0|0|0.0|0
