|dates|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|104.0|0|0.0|0|0.0|0
0|2020-05-25|110.0|0|0.0|0|0.0|0
0|2020-05-26|110.0|0|0.0|0|0.0|0
