|dates|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|205.0|0|6.0|0|0.0|0
0|2020-05-18|212.0|0|6.0|0|0.0|0
0|2020-05-19|212.0|0|6.0|0|0.0|0
0|2020-05-20|214.0|0|6.0|0|0.0|0
0|2020-05-21|224.0|0|6.0|0|0.0|0
0|2020-05-22|223.0|0|6.0|0|0.0|0
0|2020-05-23|223.0|0|6.0|0|0.0|0
