|dates|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|1.0|0|0.0|0
0|2020-05-25|19.0|0|1.0|0|0.0|0
0|2020-05-26|19.0|0|1.0|0|0.0|0
