|dates|Otsego_Michigan_UnitedStates.JHU_ConfirmedCases.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Otsego_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Otsego_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Otsego_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|100.0|0|10.0|0|0.0|0
0|2020-05-25|100.0|0|10.0|0|0.0|0
0|2020-05-26|100.0|0|10.0|0|0.0|0
